shipment_date,planning_day,is_planning_window,corridor_id,item_id,item_name,unique_item_id,dispatch_location,canonical_item_id,reason_code,medicine_type,temp_control
2026-03-06,Day0,1,C2_NJ_PHL,1070,Albuterol Inhaler,INH-2026-31706,Philadelphia-CHOP,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-03-06,Day0,1,C2_NJ_PHL,10060,Morphine Sulphate,CTRL-2026-539441,Philadelphia-Jefferson,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-06,Day0,1,C2_NJ_PHL,99999,Experimental Oncology Drug,CT-2026-A1B2C3,Philadelphia-UPenn,EXP-ONC-CT,legacy_id_map,Clinical Trial Drug,Strict Cold Chain (-20C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-0102,Boston-MGH,RMD-200,exact_match,Antiviral,Cold (2-8C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-0103,Boston-MGH,RMD-200,exact_match,Antiviral,Cold (2-8C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-0202,Boston-BWH,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10035,Pembrolizumab,PMB-2026-23755,Boston-DanaFarber,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0402,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-0501,Boston-MGH,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-03-07,Day1,1,C1_I95_NJ_BOS,10060,Morphine Sulfate,CTRL-2026-240791,Boston-BWH,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-07,Day1,1,C1_I95_NJ_BOS,10070,Albuterol Inhaler,INH-2026-19038,Boston-Children,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-03-07,Day1,1,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-1102,Philadelphia-UPenn,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-03-07,Day1,1,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-1202,Philadelphia-CHOP,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-03-07,Day1,1,C2_NJ_PHL,10035,Pembrolizumab,PMB-2026-35185,Philadelphia-UPenn,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-03-07,Day1,1,C2_NJ_PHL,10040,Epinephrine Auto-Injector,EPI-2026-2401,Philadelphia-CHOP,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-03-07,Day1,1,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-2501,Philadelphia-Jefferson,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-03-07,Day1,1,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,INH-2026-26280,Philadelphia-CHOP,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-03-07,Day1,1,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-2701,Philadelphia-UPenn,INS-ASP,exact_match,Hormone,Cold (2-8C)
2026-02-22,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PMB-2026-15382,Boston-DanaFarber,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-02-22,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0004,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-02-22,History,0,C2_NJ_PHL,10035,Pembrolizumab,PMB-2026-27110,Philadelphia-UPenn,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-02-22,History,0,C2_NJ_PHL,10060,Morphine Sulphate,CTRL-2026-281832,Philadelphia-Jefferson,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-02-23,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0005,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-02-23,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,CTRL-2026-305583,Boston-BWH,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-02-23,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-1006,Philadelphia-CHOP,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-02-23,History,0,C2_NJ_PHL,10070,Albuterol Inhaler,INH-2026-11740,Philadelphia-CHOP,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-02-24,History,0,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-0007,Boston-MGH,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-02-24,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,CTRL-2026-331350,Boston-BWH,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-02-24,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-1007,Philadelphia-UPenn,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-02-24,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-1007,Philadelphia-CHOP,EPI-AI,alias_match,Emergency Drug,Room Temp (20-25C)
2026-02-25,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,RMD-2026-0008,Boston-MGH,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-02-25,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-0008,Boston-BWH,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-02-25,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-1008,Philadelphia-UPenn,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-02-25,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-1008,Philadelphia-CHOP,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-02-26,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PMB-2026-19118,Boston-DanaFarber,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-02-26,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0006,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-02-26,History,0,C2_NJ_PHL,10035,Pembrolizumab,PMB-2026-62753,Philadelphia-UPenn,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-02-26,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-1005,Philadelphia-Jefferson,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-02-27,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-0009,Boston-BWH,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-02-27,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,INH-2026-20258,Boston-Children,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-02-27,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-1009,Philadelphia-CHOP,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-02-27,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,INH-2026-14320,Philadelphia-CHOP,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-02-28,History,0,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-0009,Boston-MGH,RMD-200,exact_match,Antiviral,Cold (2-8C)
2026-02-28,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PMB-2026-25918,Boston-DanaFarber,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-02-28,History,0,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-1010,Philadelphia-CHOP,RMD-100,alias_match,Antiviral,Cold (2-8C)
2026-02-28,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PMB-2026-26973,Philadelphia-UPenn,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-03-01,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0007,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-03-01,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,CTRL-2026-381115,Boston-BWH,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-01,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-1011,Philadelphia-CHOP,EPI-AI,alias_match,Emergency Drug,Room Temp (20-25C)
2026-03-01,History,0,C2_NJ_PHL,10060,Morphine Sulphate,CTRL-2026-317735,Philadelphia-Jefferson,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-02,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,RMD-2026-0010,Boston-MGH,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-03-02,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-0010,Boston-BWH,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-03-02,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-1012,Philadelphia-UPenn,RMD-100,exact_match,Antiviral,Cold (2-8C)
2026-03-02,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-1012,Philadelphia-CHOP,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-03-03,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PMB-2026-14755,Boston-DanaFarber,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-03-03,History,0,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-0003,Boston-MGH,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-03-03,History,0,C2_NJ_PHL,10035,Pembrolizumab,PMB-2026-25824,Philadelphia-UPenn,PMB-KEY,generated_identifier,Monoclonal Antibody,Cold (2-8C)
2026-03-03,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-1013,Philadelphia-Jefferson,HEP-SOD,exact_match,Anticoagulant,Room Temp (20-25C)
2026-03-04,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-0008,Boston-Children,EPI-AI,exact_match,Emergency Drug,Room Temp (20-25C)
2026-03-04,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,CTRL-2026-189299,Boston-BWH,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-04,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-1014,Philadelphia-CHOP,EPI-AI,alias_match,Emergency Drug,Room Temp (20-25C)
2026-03-04,History,0,C2_NJ_PHL,10060,Morphine Sulphate,CTRL-2026-203383,Philadelphia-Jefferson,MOR-SUL,generated_identifier,Opioid Analgesic,Controlled Storage
2026-03-05,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,INH-2026-17693,Boston-Children,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-03-05,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-0011,Boston-BWH,INS-LIS,exact_match,Hormone,Cold (2-8C)
2026-03-05,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,INH-2026-77334,Philadelphia-CHOP,ALB-INH,generated_identifier,Bronchodilator,Room Temp (20-25C)
2026-03-05,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-1015,Philadelphia-UPenn,INS-ASP,exact_match,Hormone,Cold (2-8C)
